Company Name,Address,Address2,City,Category Name,URL,Hiring,Jobs URL,Why NYC
Knock Twice','72 Allen Street','3rd Floor','New York',,,,,
"Knockouts Boxing Studio, Inc.'",' - ',' - ',' - ',,,,,
Knodes',' - ',' - ',' - ',,,,,
Knot Standard',' - ',' - ',' - ',,,,,
Know Your Meme (acquired by Cheezburger)','122 West 26th St',' - ','New York',,,,,
Kogeto Inc.',' - ',' - ',' - ',,,,,
Kogeto Inc.',' - ',' - ',' - ',,,,,
Kognito Interactive','150 West 28th Street','Suite 902-B','New York',,,,,
Kohort','900 Broadway',' - ','New York',,,,,
Kollabora','39 Wooster St','#3','New York',,,,,
Komeeda',' - ',' - ',' - ',,,,,
Konrad Group','369 Lexington Ave','Suite 310','New York',,,,,
Kookopa',' - ',' - ',' - ',,,,,
Kopal',' - ',' - ',' - ',,,,,
Kounterattack','636 Broadway','Suite 1119','New York',,,,,
Koupah',' - ',' - ',' - ',,,,,
Kpass',' - ',' - ',' - ',,,,,
Krate',"'44-02 23rd St, Suite 516'",' - ','Long Island City',,,,,
Kreative Koncepts',' - ',' - ',' - ',,,,,
Krossover',' - ',' - ','New York',,,,,
Krrb.com','99 Richardson Street','2nd Floor','Brooklyn',,,,,
Krux','350 5th Avenue','4220','New York',,,,,
KuaiBoard',' - ',' - ',' - ',,,,,
Kuma Reality Games','100 Park Avenue',' - ','New York',,,,,
Kumbu Health',' - ',' - ',' - ',,,,,
Kurado Inc.  (Inspect Manager is the product name)',' - ',' - ',' - ',,,,,
Kuranga and Associates Venture Capital',' - ',' - ',' - ',,,,,
Kyte me',' - ',' - ',' - ',,,,,
L'Idealist',' - ',' - ',' - ',,,,,
L+R','20 Jay St.','924','Brooklyn',,,,,
LACE International Airline LLC',' - ',' - ',' - ',,,,,
LAPSE',' - ',' - ',' - ',,,,,
LAQA & Co.',' - ',' - ',' - ',,,,,
LB Software Solutions LLC.',' - ',' - ',' - ',,,,,
LBi',"'11 W. 19th Street, NY, NY 10011'",' - ','New York',,,,,
LD Studio LLC dba Linhardt Design',' - ',' - ',' - ',,,,,
LEEF',' - ',' - ',' - ',,,,,
LFT Training',' - ',' - ',' - ',,,,,
LIFTLUXE',' - ',' - ',' - ',,,,,
LIN Mobile','60 East 42nd Street','Suite 1460','New York',,,,,
LITS.co',' - ',' - ',' - ',,,,,
LOKORO DIAMONDS Inc',' - ',' - ',' - ',,,,,
LOOKSIMA',' - ',' - ',' - ',,,,,
"LQProduct & Devices,LLC'",' - ',' - ',' - ',,,,,
LR PRODUCTIONS',' - ',' - ',' - ',,,,,
La Brujita Brands',' - ',' - ',' - ',,,,,
La Casa De Cigars & Tobacco',' - ',' - ',' - ',,,,,
La PaSSion',' - ',' - ',' - ',,,,,
Labori',' - ',' - ',' - ',,,,,
Lacquerous',' - ',' - ',' - ',,,,,
Lady & Lara',' - ',' - ',' - ',,,,,
"Laidlaw Energy Group, Inc.'",' - ',' - ',' - ',,,,,
Lajolla Beauty and Cosmetics',' - ',' - ',' - ',,,,,
Lamaj fuels LLC',' - ',' - ',' - ',,,,,
Landbrot Bakery & Bar',' - ',' - ',' - ',,,,,
Landmark',' - ',' - ',' - ',,,,,
Landover Associates',' - ',' - ','New York',,,,,
LanguageMate','102 W 38th Street','5th Floor','New York',,,,,
Large Animal Games',' - ',' - ',' - ',,,,,
Large Animal Games','115 W. 29th St. 11th fl',' - ','New York',,,,,
Largetail','19 W 21st St','702','New York',,,,,
LastClick',' - ',' - ',' - ',,,,,
Late Nite Labs (acquired by Macmillan)',' - ',' - ','New York',,,,,
Latino Food Festival',' - ',' - ',' - ',,,,,
Launch Warrior','85 East End Ave. ',' - ','New York',,,,,
Launch.it - Event News Platform',' - ',' - ',' - ',,,,,
LaunchSquad','443 Park Avenue South','310','New York',,,,,
Laundry Puppy LLC',' - ',' - ',' - ',,,,,
Lauren Marotta',' - ',' - ',' - ',,,,,
LavaMap',' - ',' - ',' - ',,,,,
"Lavel/Henry- Henry/Lavel Intellectual, Inc.'",' - ',' - ',' - ',,,,,
Lawdingo',' - ',' - ',' - ',,,,,
"Lawdingo, Inc.'",'37 Wall St.','#2M','New York',,,,,
Layered Cake',' - ',' - ',' - ',,,,,
Le Livre Art Publishing',' - ',' - ',' - ',,,,,
LeadPlace',' - ',' - ',' - ',,,,,
Leaders & Members',' - ',' - ',' - ',,,,,
Leadmotion',"'112 W 34th St, 17th Floor'",' - ','New York',,,,,
LeagueApps',' - ',' - ',' - ',,,,,
Lean New York','79 Madison Avenue',' - ','New York',,,,,
Lean Startup Machine',' - ',' - ',' - ',,,,,
Learn It Live',' - ',' - ',' - ',,,,,
LearnVest',"'113 University Place, 5th Floor'",' - ','New York',,,,,
Learned Evolution',"'67 West Street, #412'",' - ','Brooklyn',,,,,
Learneroo',' - ',' - ',' - ',,,,,
Learning Apple',' - ',' - ',' - ',,,,,
Learning Apple',' - ',' - ',' - ',,,,,
Learning Carpets',' - ',' - ',' - ',,,,,
Learning Curve',' - ',' - ',' - ',,,,,
Learning Guppies',' - ',' - ',' - ',,,,,
Learning Management Systems Inc.',' - ',' - ',' - ',,,,,
Learningateway',"'48 Wall Street 11th Floor, New York, NY 10005'",' - ',' - ',,,,,
"Learnosaurus, Inc'",' - ',' - ',' - ',,,,,
LeasePass',' - ',' - ',' - ',,,,,
Leasebreak','178 Columbus Avenue #230567',' - ','New York',,,,,
LegalCrunch',' - ',' - ',' - ',,,,,
LegendFactory',' - ',' - ',' - ',,,,,
Legitimo',' - ',' - ',' - ',,,,,
Lela.com','1745 Broadway','17th floor','New York',,,,,
Lemonade Heroes',' - ',' - ',' - ',,,,,
LendSpend','29 Broadway',' - ','New York',,,,,
Lenses RX','2343 Hylan BLVD',' - ','Staten Island',,,,,
LeopardHop Educational Media',' - ',' - ',' - ',,,,,
Les Envies',' - ',' - ',' - ',,,,,
LessonFace.com','410 Clinton Ave.','B3','Brooklyn',,,,,
"Lessonface.com, Inc'",' - ',' - ',' - ',,,,,
Let's Gift It',' - ',' - ',' - ',,,,,
LetMeGo',' - ',' - ','New York',,,,,
LetsWombat','1500 Broadway','802','New York',,,,,
Lettuce: Eat & Play',' - ',' - ',' - ',,,,,
LevelsPro',' - ',' - ',' - ',,,,,
Levo League','833 Broadway',' - ','New York',,,,,
Lezzetli Ice Cream Co.',' - ',' - ',' - ',,,,,
Libero Ferrero',' - ',' - ',' - ',,,,,
Library For All',' - ',' - ',' - ',,,,,
Librify',' - ',' - ',' - ',,,,,
Licenders',' - ',' - ',' - ',,,,,
Life in Mobile','275 Madison Avenue','14th Flr','New York',,,,,
LifeCheck',' - ',' - ',' - ',,,,,
LifeCycle Laboratories',' - ',' - ',' - ',,,,,
"LifeDeer, Inc.'",' - ',' - ',' - ',,,,,
"LifeGunk, Inc.'",' - ',' - ',' - ',,,,,
LifeIce',' - ',' - ',' - ',,,,,
LifeOnKey Inc.',' - ',' - ',' - ',,,,,
LifeWellth',' - ',' - ',' - ',,,,,
Lifebooker','45 Main St',' - ','Brooklyn',,,,,
Lifedots',' - ',' - ',' - ',,,,,
Lifestander',' - ',' - ',' - ',,,,,
Light The Way',' - ',' - ',' - ',,,,,
Light Years Ahead Industries',' - ',' - ',' - ',,,,,
LightBomber',' - ',' - ',' - ',,,,,
LightSail Education',' - ',' - ','New York',,,,,
LightSmarter',' - ',' - ',' - ',,,,,
Lightbox',' - ',' - ',' - ',,,,,
Lightower (Sidera Networks)','55 Broad St',' - ','New York',,,,,
Likeable Local',' - ',' - ',' - ',,,,,
Likeable Media','240 West 37th Street','7th Floor','New York',,,,,
Lillian Yang Cosmetics',' - ',' - ',' - ',,,,,
Lillypod Floatation',' - ',' - ',' - ',,,,,
Limas Taste Restaurant',' - ',' - ',' - ',,,,,
Limina.Studio','274 Morgan Ave.','4th Floor','Brooklyn',,,,,
Limozy Limo and Car Service Marketplace',' - ',' - ',' - ',,,,,
Lincoln Center',' - ',' - ',' - ',,,,,
"Linda Mason Elements, Inc.'",' - ',' - ',' - ',,,,,
Lindivie',' - ',' - ',' - ',,,,,
Lineapple Inc.',' - ',' - ',' - ',,,,,
Lingo Live','214 W 29th Street',' - ','New York',,,,,
LingoLive',' - ',' - ',' - ',,,,,
LinkIt!',' - ',' - ',' - ',,,,,
LinkedIn',"'350 5th Ave, 25th Flr, New York, NY 10118'",' - ',' - ',,,,,
LinkingSport.com',' - ',' - ',' - ',,,,,
Links2Legends',' - ',' - ',' - ',,,,,
Linkstorm',' - ',' - ',' - ',,,,,
Lionesque Style',' - ',' - ',' - ',,,,,
Lipperhey','902 Broadway','4th Floor','New York',,,,,
Lipsey Enterprises LLC',' - ',' - ',' - ',,,,,
"Liquid Fusion, Inc.'",'244 W 101ST ST ','Apt 4B','New York',,,,,
LiquidTalent','250 Greenwich St',"'World Trade Center Tower 7, fl 46'",'New York',,,,,
LiquidText',' - ',' - ',' - ',,,,,
Liquor.com','10 E. 40th St.','31st floor','New York',,,,,
Listen & Learn',' - ',' - ',' - ',,,,,
Listen To Your Wrist',' - ',' - ',' - ',,,,,
ListenFirst Media','475 Park Ave South','FL 23','New York',,,,,
ListenLoop','4007 73rd St',' - ','Queens',,,,,
Listing Pix',' - ',' - ',' - ',,,,,
Lithium Interactive',' - ',' - ',' - ',,,,,
Litm.us',' - ',' - ',' - ',,,,,
Little Borrowed Dress',' - ',' - ',' - ',,,,,
Little Duck Organics',' - ',' - ',' - ',,,,,
Little Pim',' - ',' - ',' - ',,,,,
LivEthnic',' - ',' - ',' - ',,,,,
Live Fan Chat',' - ',' - ',' - ',,,,,
Live Gamer',' - ',' - ','New York',,,,,
Live Loud',' - ',' - ',' - ',,,,,
Live Open House',' - ',' - ',' - ',,,,,
Live Open House LLC',' - ',' - ',' - ',,,,,
Live Sports Live',' - ',' - ',' - ',,,,,
Live Tutor',' - ',' - ',' - ',,,,,
Live machines',' - ',' - ',' - ',,,,,
LiveDatingAdvice.com','33 west 19th street ','4th floor','New York',,,,,
"LiveHotSpot, INC.'",' - ',' - ',' - ',,,,,
LiveIntent',' - ',' - ',' - ',,,,,
"LiveLux.com, Inc'",' - ',' - ',' - ',,,,,
LivePerson',' - ',' - ',' - ',,,,,
LiveRail',' - ',' - ','New York',,,,,
Livento Investments Ltd',' - ',' - ',' - ',,,,,
Livestream','195 Morgan Avenue',' - ','Brooklyn',,,,,
"Livid Mobile, Inc.'",' - ',' - ',' - ',,,,,
Local Bigwig',' - ',' - ',' - ',,,,,
Local Projects',"'315 West 39th Street, Suite 908'",' - ','New York',,,,,
Local Response','37 W 28th St',' - ','New York',,,,,
Local Write Up',' - ',' - ',' - ',,,,,
LocalBonus',' - ',' - ',' - ',,,,,
LocalMaven','21 West 46th St','Suite 806','New York',,,,,
"LocalNav, Inc.'",' - ',' - ',' - ',,,,,
LocalResponse',' - ',' - ',' - ',,,,,
LocalSingl.es',' - ',' - ',' - ',,,,,
LocalUncle',' - ',' - ',' - ',,,,,
LocalVox Media Inc',' - ',' - ',' - ',,,,,
Localvox',' - ',' - ',' - ',,,,,
Location Star',' - ',' - ',' - ',,,,,
Locus Energy',' - ',' - ',' - ',,,,,
Lofty','225 West 35th Street','Suite 1100','New York',,,,,
LogiTech Solutions',' - ',' - ',' - ',,,,,
Logic Product Group',' - ',' - ',' - ',,,,,
LogicShark Consulting',' - ',' - ','New York',,,,,
Logicworks','155 Avenue of the Americas','Fifth Floor','New York',,,,,
Loginaut',' - ',' - ','New York',,,,,
Loip',' - ',' - ',' - ',,,,,
Loklok',' - ',' - ',' - ',,,,,
Long Island City Market',' - ',' - ',' - ',,,,,
LongTail Video',' - ',' - ',' - ',,,,,
Lono',' - ',' - ',' - ',,,,,
Lookboard',' - ',' - ',' - ',,,,,
Lookze',' - ',' - ',' - ',,,,,
Loop de Luxe',' - ',' - ',' - ',,,,,
LoopJoy',' - ',' - ',' - ',,,,,
Lore','70 Lafayette St',' - ','New York',,,,,
Lot Info',' - ',' - ',' - ',,,,,
Lot18',"'6 East 32nd Street, 6th Floor'",' - ','New York',,,,,
Lotame','440 9th Avenue','18th Floor','New York',,,,,
"Lothian Ave, LLC'",' - ',' - ',' - ',,,,,
LottoRail',' - ',' - ',' - ',,,,,
Lousch Creations','28 W 36th St','Suite 902','New York',,,,,
"Love Through Wisdom, LLC'",' - ',' - ',' - ',,,,,
Love Your Body Studios',' - ',' - ',' - ',,,,,
Love and Pride',' - ',' - ',' - ',,,,,
Lover.ly',' - ',' - ','New York',,,,,
Lovoy',' - ',' - ',' - ',,,,,
Lowekey Media',' - ',' - ',' - ',,,,,
LoyalBlocks','41 E 11th street','11th Floor','New York',,,,,
LoyaltyShares',' - ',' - ',' - ',,,,,
Lua',' - ',' - ','New York',,,,,
Lualle',' - ',' - ',' - ',,,,,
Luccian Health',' - ',' - ',' - ',,,,,
"Lucerna, Inc.'",' - ',' - ',' - ',,,,,
LuckyDiem',' - ',' - ',' - ',,,,,
LuggageToShip.com',' - ',' - ',' - ',,,,,
Luly Inc','79 Madison Ave','Floor 2','New York',,,,,
Luma Legacy',' - ',' - ',' - ',,,,,
Lumina','1123 Broadway','1018','New York',,,,,
Luminant Digital','78 5th Avenue','5','New York',,,,,
Luminary Labs','30 West 22nd Street','6th Floor','New York',,,,,
Luminate','175 Varick Street','5th Floor','New York',,,,,
Lunch-IN inc.',' - ',' - ',' - ',,,,,
Lupanara Gelateria',' - ',' - ',' - ',,,,,
Lux & Eco',' - ',' - ',' - ',,,,,
Luxe Locker',' - ',' - ',' - ',,,,,
Luxury Boyz Ent',' - ',' - ',' - ',,,,,
Luxury Handbags Plus LLC.',' - ',' - ',' - ',,,,,
Luxury Ladies Boutique',' - ',' - ',' - ',,,,,
Luxury Link Travel Group','35 East 19th Street','2nd Floor','New York',,,,,
Luzene',' - ',' - ',' - ',,,,,
MOI$T',' - ',' - ',' - ',,,,,
Lynnwood Technologies Group',' - ',' - ',' - ',,,,,
"Lynxstreet, Inc.'",' - ',' - ',' - ',,,,,
Lynxsy','240 Kent Avenue',' - ','Brooklyn',,,,,
Lyons Motor Car LLC',' - ',' - ',' - ',,,,,
Lyst','52 Grand Street',' - ','New York',,,,,
Lyte',' - ',' - ',' - ',,,,,
"M&M Italian Fashion LLC,  Brand name: MATTEOMATTEO'",' - ',' - ',' - ',,,,,
M-PWRD',' - ',' - ',' - ',,,,,
M.L. Finishing & Refinishing LLC',' - ',' - ',' - ',,,,,
MADAM',' - ',' - ',' - ',,,,,
MAGNETIK','12 W 23rd St',' - ','New York',,,,,
MAKEWAY (Three Kings)','49 Ludlow','Apt 4C','New York',,,,,
MAP Digital: MetaMeetings','180 Varick Street','504','New York',,,,,
MASS Exchange',' - ',' - ',' - ',,,,,
MAZ Digital',' - ',' - ',' - ',,,,,
MB&S corp.',' - ',' - ',' - ',,,,,
MBLM','7 West 22nd Street','10th Floor','New York',,,,,
MBTGW Michael Brandt The Grant Writer',' - ',' - ',' - ',,,,,
MEDi EDDiE',' - ',' - ',' - ',,,,,
MERJ',' - ',' - ',' - ',,,,,
MHOTO INC',' - ',' - ',' - ',,,,,
MINR',' - ',' - ',' - ',,,,,
MISE','699 Ocean Ave 5A',' - ','Brooklyn',,,,,
MISSION.tv',' - ',' - ',' - ',,,,,
MKG','599 Broadway','4','New York',,,,,
"MLB Advanced Media, L.P.'",'75 9th Avenue',' - ','New York',,,,,
MMCL Group LLC',' - ',' - ',' - ',,,,,
MMZ & Co.',' - ',' - ',' - ',,,,,
MNMLKTCHN',' - ',' - ',' - ',,,,,
MNX Connect',"'""247 Beach 136th Street, Belle Harbor NY 11694 ",,,,,,,
"'	' - '	' - '	'http://www.mnxconnect.com/",,,,,,,,
MOAT',' - ',' - ','New York',,,,,
MODCo',' - ',' - ',' - ',,,,,
MODE30 LLC',' - ',' - ',' - ',,,,,
MODULE R',' - ',' - ',' - ',,,,,
MODaffekt',' - ',' - ',' - ',,,,,
MONEY & MORE LLC',' - ',' - ',' - ',,,,,
MOpro','36 e 20th St','4','New York',,,,,
MPB AGENCY LLC',' - ',' - ',' - ',,,,,
"MPDesign, LLC'",' - ',' - ',' - ',,,,,
MPOWERD Inc.',' - ',' - ',' - ',,,,,
MR ECO MARKETS',' - ',' - ',' - ',,,,,
MR PRESTA',' - ',' - ',' - ',,,,,
MRM Systems',' - ',' - ',' - ',,,,,
MS CONSULTING INC.',' - ',' - ',' - ',,,,,
MS House',' - ',' - ',' - ',,,,,
"MVP Financial, LLC'",' - ',' - ',' - ',,,,,
MYMUSAIC INC',' - ',' - ',' - ',,,,,
"Mac Concierge, Inc.'",' - ',' - ','New York',,,,,
Macabacus',"'40 Harrison Street, Suite 37F'",' - ','New York',,,,,
Maccha',' - ',' - ',' - ',,,,,
MacchaBar',' - ',' - ',' - ',,,,,
Mack Weldon',"'1285 Avenue of Americas, 36th Floor'",' - ','New York',,,,,
Macro Design Group',' - ',' - ','New York',,,,,
Macro Help',' - ',' - ',' - ',,,,,
MadMix','68 Jay Street',' - ','Brooklyn',,,,,
Made Simple Ventures LLC',' - ',' - ',' - ',,,,,
Made by Many','65 Greene. Street','4th Floor','New York',,,,,
Madison Logic',"'257 Park Avenue South, 5th Floor'",' - ','New York',,,,,
Madison Plus',' - ',' - ',' - ',,,,,
Magnani Caruso Dutton','138 West 25th Street','5th Floor','New York',,,,,
Magnetic',' - ',' - ',' - ',,,,,
Magsty','10 Jay St.',' - ','Brooklyn',,,,,
Mahaya',' - ',' - ',' - ',,,,,
Maia Yogurt',' - ',' - ',' - ',,,,,
Maid Sailors','257 Water Street',' - ','New York',,,,,
Main Street Hub',' - ',' - ',' - ',,,,,
MainStreet Platform',' - ',' - ',' - ',,,,,
Maison La Vie',' - ',' - ',' - ',,,,,
Majestyk Apps',"'""261 West 35th Street",,,,,,,
Suite 1004,,,,,,,,
"NY, NY 10001""'",' - ',' - ','http://www.majestykapps.com/,,,,,
Pivot',' - ',' - ',' - ',,,,,
MakeSpace',' - ',' - ','New York',,,,,
Makeably',' - ',' - ',' - ',,,,,
Maker's Row',' - ',' - ',' - ',,,,,
Maker's Row','20 Jay St.',' - ','Brooklyn',,,,,
Maker's Row',' - ',' - ',' - ',,,,,
MakerBot Industries',"'1 MetroTech Center, 21st Flr, Brooklyn, NY 11201'",' - ',' - ',,,,,
Makeshift Society',' - ',' - ',' - ',,,,,
MakisPlace NY',' - ',' - ',' - ',,,,,
Malesela Samuel Mogale Business Enterprise CC','1 Microsoft Way',' - ','Redmond',,,,,
Mama411',' - ',' - ',' - ',,,,,
Mammalfish',' - ',' - ','Brooklyn',,,,,
"Mammalfish, Inc.'",' - ',' - ',' - ',,,,,
Managed By Q','50 Eldridge Street','5th Floor','New York',,,,,
"Manhattan Food Brands, Inc'",' - ',' - ',' - ',,,,,
Manhattan Next',' - ',' - ',' - ',,,,,
Manhattan Paintball',' - ',' - ',' - ',,,,,
Manicube',' - ',' - ',' - ',,,,,
Manilla','300 West 57th Street',' - ','New York',,,,,
Manly Munch',' - ',' - ',' - ',,,,,
Mansueto Ventures',' - ',' - ','New York',,,,,
Manufacture New York',' - ',' - ',' - ',,,,,
Many Kitchens',' - ',' - ',' - ',,,,,
MapThatPad',' - ',' - ','New York',,,,,
Mapvite',' - ',' - ',' - ',,,,,
Marathon Consulting','175 Powers Street',' - ','Brooklyn',,,,,
Marc Urselli',' - ',' - ',' - ',,,,,
MarcoPolo','222 Broadway','19th Floor','New York',,,,,
Maria's LunchBox',' - ',' - ',' - ',,,,,
Marilyn Naked: The Musical',' - ',' - ',' - ',,,,,
Mario Armstrong Media',' - ',' - ',' - ',,,,,
Mark + Woodson',' - ',' - ',' - ',,,,,
Mark + Woodson',' - ',' - ',' - ',,,,,
Mark After Dark',' - ',' - ',' - ',,,,,
MarkLogic','One Penn Plaza','4220','New York',,,,,
Market Prophit','127 W 83rd Street',' - ','New York',,,,,
Market Publique',' - ',' - ',' - ',,,,,
MarketFactory',' - ',' - ','New York',,,,,
MarketShare','1270 Avenue of the Americas','2702','New York',,,,,
Marketplay Interactive',' - ',' - ',' - ',,,,,
Marom Tech',' - ',' - ',' - ',,,,,
Marquee Media',"'41 Madison Ave, 31st Floor'",' - ','New York',,,,,
Marqueed',' - ',' - ','Brooklyn',,,,,
Mashable',' - ',' - ',' - ',,,,,
Mashable',"'304 Park Ave South, 3rd Floor'",' - ','New York',,,,,
"Mashwork, Inc.'",' - ',' - ',' - ',,,,,
Mason's',' - ',' - ',' - ',,,,,
Massiverse','27 West 20th Street','Suite 501','New York',,,,,
Master12',' - ',' - ',' - ',,,,,
Match-Click',' - ',' - ',' - ',,,,,
MatchPuppy',' - ',' - ',' - ',,,,,
Matchpoint',' - ',' - ',' - ',,,,,
Matchpoint Careers',' - ',' - ',' - ',,,,,
Material Wrld',' - ',' - ',' - ',,,,,
Math Connection',' - ',' - ',' - ',,,,,
Matilda's Kitchen',' - ',' - ',' - ',,,,,
Matter Unlimited','175 Varick St.',' - ','New York',,,,,
MauroNewMedia','23 E 73rd St # 5F',' - ','New York',,,,,
Maven Cocktails',' - ',' - ',' - ',,,,,
MavenMagnet',' - ',' - ',' - ',,,,,
Max Mirani',' - ',' - ',' - ',,,,,
Maxamoo Inc.',' - ',' - ',' - ',,,,,
Maxifier',' - ',' - ','New York',,,,,
Maxymiser',' - ',' - ','New York',,,,,
Mayday-Mayday-Mayday','72 Allen Street','3rd Floor','New York',,,,,
Mazel Moments','245 E 35th St #2c',' - ','New York',,,,,
McGraw-Hill Digital','2 Penn Plaza','12th floor','New York',,,,,
McKinsey',' - ',' - ',' - ',,,,,
MeCritic',' - ',' - ',' - ',,,,,
MeElect',' - ',' - ',' - ',,,,,
MeScoozi',' - ',' - ',' - ',,,,,
Meal Idea',' - ',' - ',' - ',,,,,
MealMobs',' - ',' - ',' - ',,,,,
Meals to Heal',' - ',' - ',' - ',,,,,
Measurence',"'""1412 Broadway, 22nd Floor",,,,,,,
"New York, NY, 10018""'",' - ',' - ','http://www.measurence.com,,,,,
Measurence Inc.',' - ',' - ',' - ',,,,,
MedAccelerator @Columbia',' - ',' - ',' - ',,,,,
"MedCAS, LLC'",' - ',' - ',' - ',,,,,
"MedCASH Solutions, Inc.'",' - ',' - ',' - ',,,,,
MedCPU',' - ',' - ',' - ',,,,,
MedLidar',' - ',' - ',' - ',,,,,
MedPath',' - ',' - ',' - ',,,,,
MedSocium',' - ',' - ',' - ',,,,,
"MedStartr, Inc.'",' - ',' - ',' - ',,,,,
MediGait',' - ',' - ',' - ',,,,,
MediSprout',' - ',' - ',' - ',,,,,
Media Hive','68 Jay Street',' - ','Brooklyn',,,,,
Media Innovation Group (themig.com)',' - ',' - ','New York',,,,,
Media6Degrees',' - ',' - ','New York',,,,,
MediaBrix',' - ',' - ','New York',,,,,
MediaMath',"'1440 Broadway, 21st Floor'",' - ','New York',,,,,
MediaMonks','154 Grand Street','5th Floor','New York',,,,,
MediaMorph',' - ',' - ','New York',,,,,
MediaRadar Inc.','252 West 37th Street',' - ','New York',,,,,
Mediabistro','475 Park Avenue South','4th Floor','New York',,,,,
Medialets','80 8th Avenue',' - ','New York',,,,,
Mediaocean (Donovan Data Systems)',' - ',' - ','New York',,,,,
Medical Intelligence Holding Corp',' - ',' - ',' - ',,,,,
Medical Tools for Mankind',' - ',' - ',' - ',,,,,
Medicinal Corporation',' - ',' - ',' - ',,,,,
"Medico.com, Inc.'",' - ',' - ',' - ',,,,,
Medidata Solutions',' - ',' - ','New York',,,,,
Medivizor',' - ',' - ',' - ',,,,,
Medtel','79 pine St.Suite # 200',' - ','New York',,,,,
"MeeGenius, Inc'","'18 West 27th Street, Suite 600'",' - ','New York',,,,,
Meetup.com',"'632 Broadway, 10th floor, New York, New York 10012'",' - ',' - ',,,,,
MegaPhone Labs',' - ',' - ',' - ',,,,,
"Megawatt Hour, Inc.'",' - ',' - ',' - ',,,,,
Mekanism','80 Broad st.','35th Flr','New York',,,,,
Melba',' - ',' - ',' - ',,,,,
Melimel',' - ',' - ',' - ',,,,,
Memberly',' - ',' - ',' - ',,,,,
Memoriis Inc',' - ',' - ',' - ',,,,,
Memory',' - ',' - ',' - ',,,,,
Memory Renters',' - ',' - ',' - ',,,,,
Memrise','325 East 92nd Street',' - ','New York',,,,,
MensAlley',' - ',' - ',' - ',,,,,
Mental Workout',' - ',' - ',' - ',,,,,
Menyooo',' - ',' - ',' - ',,,,,
MeraMobile Inc',' - ',' - ',' - ',,,,,
Mercado Green LLC',' - ',' - ',' - ',,,,,
Merchant Exchange',' - ',' - ','New York',,,,,
MerchantFuse',' - ',' - ',' - ',,,,,
Merchantry (Ixtens)',' - ',' - ','New York',,,,,
Mercy',' - ',' - ',' - ',,,,,
Merelnyc',' - ',' - ',' - ',,,,,
Merocrat',' - ',' - ',' - ',,,,,
"Meroe Capital Group, Ltd.'",' - ',' - ',' - ',,,,,
MetaLabs LLC',' - ',' - ',' - ',,,,,
Metal Dog Consulting NY Test','330 East 643rd Street','4M','New York',,,,,
"Metal Dog Consulting NY, LLC'",' - ',' - ',' - ',,,,,
Metal Transfer Moulding - MTM',' - ',' - ',' - ',,,,,
Metavap',' - ',' - ',' - ',,,,,
Metayer Ink',' - ',' - ',' - ',,,,,
Method Mill','240 1st Ave ','Suite 1D','New York',,,,,
Metmug Inc.',' - ',' - ',' - ',,,,,
Metro Arcade Gaming Entertainment',' - ',' - ',' - ',,,,,
Metro Mobile World',' - ',' - ',' - ',,,,,
MetroTOTS LLC',' - ',' - ',' - ',,,,,
Metronome3','49 BLEECKER ST','Suite #300','New York',,,,,
Mezzobit',' - ',' - ',' - ',,,,,
Mi Ola',' - ',' - ',' - ',,,,,
"Mi Ola, Incorporated'",' - ',' - ',' - ',,,,,
MiFi',' - ',' - ',' - ',,,,,
MiFitr',' - ',' - ',' - ',,,,,
Michael Toney','195 Broadway','19th Floor','New York',,,,,
Michael Van Valkenburgh Associates','16 Court Street','11th Floor','Brooklyn',,,,,
Michael's Lenderman company',' - ',' - ',' - ',,,,,
MicroEdge','619 W. 54th ave','10th floor','New York',,,,,
MicroHealth',' - ',' - ',' - ',,,,,
Microgrid Horizons',' - ',' - ',' - ',,,,,
Microtrip.it',' - ',' - ','Brooklyn',,,,,
Midas',' - ',' - ',' - ',,,,,
Mien Kielo',' - ',' - ',' - ',,,,,
"Migralex, Inc.'",' - ',' - ',' - ',,,,,
MiiWe',' - ',' - ',' - ',,,,,
Mike Gall Farms',' - ',' - ',' - ',,,,,
MilagrosArt',' - ',' - ',' - ',,,,,
MileWise',' - ',' - ','New York',,,,,
"Millionaire Mall, www.millionairemall.com'",' - ',' - ',' - ',,,,,
Mime-Me',' - ',' - ',' - ',,,,,
Mimeo','460 Park Avenue South',' - ','New York',,,,,
Mimoona',' - ',' - ',' - ',,,,,
Mimoona',' - ',' - ',' - ',,,,,
Mind My Business',"'222 Broadway, New York, New York 10038'",' - ',' - ',,,,,
"MindMeld, Inc.'",' - ',' - ',' - ',,,,,
MindSmack',' - ',' - ','New York',,,,,
MindStep Energy Inc.',' - ',' - ',' - ',,,,,
Mindbug','70432 4th Ave',' - ','New York',,,,,
Minds',' - ',' - ',' - ',,,,,
"Miner Labs, Inc.'",' - ',' - ',' - ',,,,,
Mingyian',' - ',' - ',' - ',,,,,
MiniDates',' - ',' - ',' - ',,,,,
Miniature Pastries LLC',' - ',' - ',' - ',,,,,
Minibar Delivery',' - ',' - ','Manhattan',,,,,
Minibar Delivery','560 Broadway',' - ','New York',,,,,
Ministore',' - ',' - ',' - ',,,,,
Mint Digital',' - ',' - ','New York',,,,,
Minus','535 8th Ave',' - ','New York',,,,,
Mirabella Mediterranean Cuisine',' - ',' - ',' - ',,,,,
Miraculex',' - ',' - ',' - ',,,,,
Mirame',' - ',' - ',' - ',,,,,
